name,amenity,shop,tourism,osm_id,osm_type,geometry,opening_hours,reviews,rating,business_type,open_time,close_time,duration_hours
Mobile Money,money_transfer,,,5962059920,nodes,POINT (-4.0485866 5.4217784),08:00-18:00,447,2.7,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5962059923,nodes,POINT (-4.0489544 5.4221753),08:00-17:00,177,3.4,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5962059943,nodes,POINT (-4.0513158 5.4282663),10:00-16:00,157,2.1,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5962163169,nodes,POINT (-4.0520635 5.4268384),08:00-17:00,231,4.8,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5962163178,nodes,POINT (-4.0501544 5.423976),08:00-16:00,223,2.9,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,5962870705,nodes,POINT (-4.0507217 5.4248158),09:00-17:00,283,1.9,money_transfer,09:00:00,17:00:00,8.0
Mobile Money,money_transfer,,,5962889887,nodes,POINT (-4.0552908 5.4268585),09:00-18:00,481,4.9,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5962889895,nodes,POINT (-4.056755 5.4241135),09:00-16:00,42,2.5,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5962889904,nodes,POINT (-4.0546183 5.4231562),10:00-16:00,494,3.3,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5962889906,nodes,POINT (-4.0536091 5.4237744),08:00-16:00,443,4.0,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,5962910965,nodes,POINT (-4.0497614 5.4288544),08:00-16:00,497,4.7,money_transfer,08:00:00,16:00:00,8.0
Centre médical Espace,doctors,,,5964662283,nodes,POINT (-4.0265107 5.4290968),08:00-18:00,258,3.3,doctors,08:00:00,18:00:00,10.0
Centre Médical Le Social LA Aziz,doctors,,,5964685231,nodes,POINT (-4.0628345 5.4484359),09:00-16:00,93,3.4,doctors,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5964688054,nodes,POINT (-4.0708004 5.4432088),08:00-18:00,203,1.4,money_transfer,08:00:00,18:00:00,10.0
Unknown,doctors,,,5964688066,nodes,POINT (-4.0715121 5.4431978),11:00-19:00,419,4.0,doctors,11:00:00,19:00:00,8.0
Mobile Money,money_transfer,,,5964688300,nodes,POINT (-4.0725341 5.4415597),10:00-18:00,481,2.9,money_transfer,10:00:00,18:00:00,8.0
Mobile Money,money_transfer,,,5964688301,nodes,POINT (-4.0722055 5.4410423),10:00-16:00,453,3.9,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5964688315,nodes,POINT (-4.0725072 5.4409295),10:00-17:00,261,2.6,money_transfer,10:00:00,17:00:00,7.0
Mobile Money,money_transfer,,,5964688377,nodes,POINT (-4.0707601 5.4428994),09:00-16:00,99,2.5,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5964688382,nodes,POINT (-4.0700222 5.4429715),09:00-16:00,72,3.5,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5964688438,nodes,POINT (-4.0699531 5.4401452),10:00-17:00,430,3.6,money_transfer,10:00:00,17:00:00,7.0
Cabinet Medical Sanctu,doctors,,,5964688449,nodes,POINT (-4.0698948 5.4384897),09:00-18:00,348,3.1,doctors,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5964736575,nodes,POINT (-4.0619085 5.4466042),09:00-16:00,113,3.1,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5964736582,nodes,POINT (-4.0620983 5.4466005),09:00-16:00,397,4.2,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5964736887,nodes,POINT (-4.062289 5.4465024),09:00-18:00,8,3.0,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5964736906,nodes,POINT (-4.0640543 5.445946),09:00-18:00,101,3.4,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5964774723,nodes,POINT (-4.0601543 5.4440823),10:00-18:00,375,3.7,money_transfer,10:00:00,18:00:00,8.0
Mobile Money,money_transfer,,,5964774734,nodes,POINT (-4.0605183 5.4449097),10:00-17:00,381,4.6,money_transfer,10:00:00,17:00:00,7.0
Mobile Money,money_transfer,,,5964774735,nodes,POINT (-4.0605225 5.4449203),09:00-18:00,181,4.5,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5964803588,nodes,POINT (-4.06309 5.4436984),08:00-18:00,269,2.8,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5964803598,nodes,POINT (-4.0623212 5.4437779),09:00-18:00,307,2.0,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5964819494,nodes,POINT (-4.0462276 5.4438793),10:00-18:00,399,4.2,money_transfer,10:00:00,18:00:00,8.0
Mobile Money,money_transfer,,,5964819518,nodes,POINT (-4.0472221 5.4474032),08:00-18:00,77,3.4,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5964819522,nodes,POINT (-4.0484472 5.4486615),08:00-17:00,288,2.0,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5966277968,nodes,POINT (-4.0800114 5.4300774),08:00-18:00,440,2.0,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5966277974,nodes,POINT (-4.080053 5.4330406),09:00-16:00,271,4.8,money_transfer,09:00:00,16:00:00,7.0
Centre de Santé Saint Elie,doctors,,,5966278092,nodes,POINT (-4.0847026 5.4293638),10:00-17:00,268,3.9,doctors,10:00:00,17:00:00,7.0
Clinique Privé Saint Ornella,clinic,,,5966374017,nodes,POINT (-4.0805713 5.4437318),10:00-18:00,24,4.7,clinic,10:00:00,18:00:00,8.0
Mobile Money,money_transfer,,,5966374079,nodes,POINT (-4.076723 5.4399022),09:00-18:00,409,1.3,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5966374090,nodes,POINT (-4.0733917 5.4373722),08:00-18:00,272,2.7,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5966397710,nodes,POINT (-4.0335529 5.4321274),08:00-16:00,185,4.4,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,5966397712,nodes,POINT (-4.0336259 5.4321995),10:00-18:00,276,2.3,money_transfer,10:00:00,18:00:00,8.0
Centre Medical Ong Smi,doctors,,,5966468464,nodes,POINT (-4.076542 5.4422025),09:00-16:00,117,2.4,doctors,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5966468492,nodes,POINT (-4.0755294 5.4424068),09:00-18:00,355,2.0,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5966690846,nodes,POINT (-4.042201 5.4401458),10:00-18:00,484,2.9,money_transfer,10:00:00,18:00:00,8.0
Ecobank,bank,,,5966690873,nodes,POINT (-4.043178 5.440013),08:00-15:00,271,2.1,bank,08:00:00,15:00:00,7.0
Centre Medical La Piscine De Bethesda,doctors,,,5966930674,nodes,POINT (-4.0737142 5.4423794),10:00-19:00,85,2.8,doctors,10:00:00,19:00:00,9.0
Clinique Privée,doctors,,,5967078124,nodes,POINT (-4.0655556 5.4559615),10:00-16:00,191,1.6,doctors,10:00:00,16:00:00,6.0
Centre de Santé Prénatale Espérance,doctors,,,5967097911,nodes,POINT (-4.0654329 5.4487763),09:00-16:00,81,1.6,doctors,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5967097917,nodes,POINT (-4.0639232 5.4492896),09:00-18:00,51,3.0,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5967097924,nodes,POINT (-4.0537526 5.4444988),08:00-17:00,348,3.1,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967098493,nodes,POINT (-4.0648824 5.4489438),09:00-17:00,84,2.8,money_transfer,09:00:00,17:00:00,8.0
Mobile Money,money_transfer,,,5967098505,nodes,POINT (-4.0662681 5.444668),10:00-17:00,325,2.5,money_transfer,10:00:00,17:00:00,7.0
Mobile Money,money_transfer,,,5967110279,nodes,POINT (-4.0498647 5.4520538),08:00-18:00,324,4.3,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5967110573,nodes,POINT (-4.0534649 5.4514327),08:00-18:00,439,4.1,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5967110721,nodes,POINT (-4.0523867 5.4500499),09:00-16:00,316,4.7,money_transfer,09:00:00,16:00:00,7.0
Ong Lafed,doctors,,,5967133274,nodes,POINT (-4.0750279 5.4514918),10:00-16:00,115,1.3,doctors,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967134908,nodes,POINT (-4.056707 5.4496641),09:00-18:00,431,3.2,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5967135312,nodes,POINT (-4.0733327 5.4470548),08:00-18:00,476,3.3,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5967135795,nodes,POINT (-4.0721123 5.4451697),10:00-16:00,384,3.1,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967135811,nodes,POINT (-4.0719152 5.4436477),09:00-16:00,366,2.3,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5967135823,nodes,POINT (-4.0732066 5.4409355),09:00-16:00,77,3.0,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5967135889,nodes,POINT (-4.06636 5.4442525),08:00-17:00,276,4.5,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967163437,nodes,POINT (-4.0497909 5.4533088),08:00-17:00,482,3.2,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967164088,nodes,POINT (-4.0496451 5.4524787),10:00-16:00,489,4.9,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967701086,nodes,POINT (-4.0502355 5.4462804),10:00-16:00,312,1.5,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967701087,nodes,POINT (-4.0503442 5.4464523),09:00-16:00,217,1.7,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5967701090,nodes,POINT (-4.0508461 5.4474546),10:00-17:00,439,3.4,money_transfer,10:00:00,17:00:00,7.0
Mobile Money,money_transfer,,,5967701096,nodes,POINT (-4.054743 5.4549762),08:00-17:00,103,3.6,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967701191,nodes,POINT (-4.0506157 5.4470514),08:00-17:00,142,1.1,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967701193,nodes,POINT (-4.050693 5.4471888),10:00-16:00,25,1.2,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967701214,nodes,POINT (-4.0540101 5.4618529),08:00-18:00,491,3.4,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5967751412,nodes,POINT (-4.0529385 5.4551678),08:00-17:00,496,2.3,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5967751482,nodes,POINT (-4.0511029 5.4541074),10:00-16:00,485,2.4,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5967751620,nodes,POINT (-4.0518402 5.4538761),09:00-18:00,205,1.5,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5967751639,nodes,POINT (-4.0501021 5.4533088),08:00-16:00,151,1.9,money_transfer,08:00:00,16:00:00,8.0
Centre Médical Social Le Siloé De Pk18,doctors,,,5967751708,nodes,POINT (-4.0480234 5.453748),10:00-17:00,199,2.3,doctors,10:00:00,17:00:00,7.0
Mobile Money,money_transfer,,,5970125481,nodes,POINT (-4.0468476 5.4412236),09:00-18:00,461,2.5,money_transfer,09:00:00,18:00:00,9.0
ONG Centre de Santé Salem,doctors,,,5970125483,nodes,POINT (-4.0469559 5.4413107),10:00-16:00,267,1.1,doctors,10:00:00,16:00:00,6.0
Clinique Privée Saint Horeb,clinic,,,5970125588,nodes,POINT (-4.0478054 5.4428393),09:00-18:00,497,3.9,clinic,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5970125590,nodes,POINT (-4.0479191 5.4431991),09:00-18:00,215,1.3,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,5970170573,nodes,POINT (-4.0539423 5.4587143),10:00-16:00,457,1.9,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,5970172293,nodes,POINT (-4.0541938 5.4572511),09:00-17:00,243,2.2,money_transfer,09:00:00,17:00:00,8.0
Pharmacie Route D'Anyama,pharmacy,,,5970172295,nodes,POINT (-4.0541442 5.4570735),08:00-20:00,239,1.7,pharmacy,08:00:00,20:00:00,12.0
Mobile Money,money_transfer,,,5970172368,nodes,POINT (-4.0518804 5.4604498),08:00-18:00,164,2.6,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5970172384,nodes,POINT (-4.0508363 5.460829),08:00-18:00,69,4.4,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5970172461,nodes,POINT (-4.0509949 5.4586338),10:00-17:00,369,4.0,money_transfer,10:00:00,17:00:00,7.0
Centre Médical Le Prestige,doctors,,,5970172596,nodes,POINT (-4.0522116 5.4567478),10:00-19:00,480,2.9,doctors,10:00:00,19:00:00,9.0
Centre De Santé Communautaire Christ-Roi,doctors,,,5970172760,nodes,POINT (-4.0540479 5.4559274),08:00-17:00,153,4.9,doctors,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5970172773,nodes,POINT (-4.0543242 5.4559768),08:00-17:00,0,1.8,money_transfer,08:00:00,17:00:00,9.0
Western Union,bank,,,5970172787,nodes,POINT (-4.0543249 5.4554101),09:00-15:00,38,1.9,bank,09:00:00,15:00:00,6.0
Mobile Money,money_transfer,,,5972354451,nodes,POINT (-4.0683867 5.4388862),08:00-16:00,128,4.8,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,5972354477,nodes,POINT (-4.0758942 5.43158),09:00-17:00,362,4.6,money_transfer,09:00:00,17:00:00,8.0
Centre Paramédical,doctors,,,5972359395,nodes,POINT (-4.0776363 5.4316428),11:00-19:00,284,4.1,doctors,11:00:00,19:00:00,8.0
Clinique ONG Santé,doctors,,,5972443358,nodes,POINT (-4.058089 5.4380885),11:00-18:00,342,4.1,doctors,11:00:00,18:00:00,7.0
Mobile Money,money_transfer,,,5972444792,nodes,POINT (-4.0594663 5.4388762),08:00-16:00,159,2.3,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,5972520207,nodes,POINT (-4.0519562 5.4357541),09:00-16:00,106,1.8,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5972520220,nodes,POINT (-4.054684 5.4418948),08:00-17:00,472,4.5,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,5972520227,nodes,POINT (-4.0553927 5.443142),10:00-18:00,375,1.8,money_transfer,10:00:00,18:00:00,8.0
Centre Médical Douahou,doctors,,,5972603644,nodes,POINT (-4.0496957 5.4568693),09:00-16:00,313,3.9,doctors,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,5972736682,nodes,POINT (-4.042156 5.4439354),08:00-18:00,304,3.5,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,5972736994,nodes,POINT (-4.0455336 5.4430089),09:00-17:00,491,2.9,money_transfer,09:00:00,17:00:00,8.0
Mobile Money,money_transfer,,,5972736999,nodes,POINT (-4.0461425 5.4439708),09:00-17:00,34,4.7,money_transfer,09:00:00,17:00:00,8.0
Station Total,fuel,,,8584551427,nodes,POINT (-4.0180413 5.4383195),00:00-23:59,30,4.3,fuel,00:00:00,23:59:00,23.983333333333334
Clinique Médical Sika Abobo,clinic,,,8586102101,nodes,POINT (-4.0160527 5.43851),10:00-17:00,210,1.1,clinic,10:00:00,17:00:00,7.0
Centre de Soins,doctors,,,8592060396,nodes,POINT (-4.0140807 5.4416185),10:00-18:00,71,2.6,doctors,10:00:00,18:00:00,8.0
Western Union,money_transfer,,,8592060398,nodes,POINT (-4.0141507 5.4424585),08:00-16:00,73,4.2,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,8596287047,nodes,POINT (-4.0198592 5.4380399),08:00-18:00,246,3.0,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,8596315306,nodes,POINT (-4.0203944 5.4344018),08:00-16:00,421,3.9,money_transfer,08:00:00,16:00:00,8.0
Unknown,pharmacy,,,8596317360,nodes,POINT (-4.0203982 5.4340871),09:00-23:00,82,1.5,pharmacy,09:00:00,23:00:00,14.0
Mobile Money,money_transfer,,,8596318019,nodes,POINT (-4.0199431 5.4382552),09:00-18:00,391,2.6,money_transfer,09:00:00,18:00:00,9.0
Mobile Money,money_transfer,,,8596318324,nodes,POINT (-4.0254986 5.432539),08:00-16:00,497,1.0,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,8606535886,nodes,POINT (-4.0133404 5.4231783),08:00-16:00,413,3.0,money_transfer,08:00:00,16:00:00,8.0
Mobile Money,money_transfer,,,8608538470,nodes,POINT (-4.0142933 5.4293938),09:00-16:00,499,3.0,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,8608538480,nodes,POINT (-4.0116157 5.4294739),08:00-18:00,486,3.5,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,8608538482,nodes,POINT (-4.0110833 5.4294906),09:00-16:00,500,3.5,money_transfer,09:00:00,16:00:00,7.0
Centre Médical la Posture,doctors,,,8612488804,nodes,POINT (-4.0118524 5.4335292),09:00-18:00,124,3.0,doctors,09:00:00,18:00:00,9.0
Pharmacie EMS Santé,pharmacy,,,8794343841,nodes,POINT (-4.0121203 5.4427465),09:00-20:00,200,4.4,pharmacy,09:00:00,20:00:00,11.0
Pharmacie marché,pharmacy,,,8842281358,nodes,POINT (-4.025946 5.4407003),09:00-21:00,402,1.6,pharmacy,09:00:00,21:00:00,12.0
Médecine chinoise chez italien temple chinois,doctors,,,8842281382,nodes,POINT (-4.0239971 5.4398666),11:00-18:00,81,3.8,doctors,11:00:00,18:00:00,7.0
Centre médico chirurgical d'abobo,clinic,,,8842281396,nodes,POINT (-4.0226998 5.4399218),11:00-18:00,330,2.9,clinic,11:00:00,18:00:00,7.0
Shell,fuel,,,3896838304,nodes,POINT (-5.6098801 9.4752917),00:00-23:59,214,1.8,fuel,00:00:00,23:59:00,23.983333333333334
Pharmacie Nassara,pharmacy,,,4117433024,nodes,POINT (-5.6345758 9.4704452),08:00-20:00,200,4.4,pharmacy,08:00:00,20:00:00,12.0
Mobile Money,money_transfer,,,11118828404,nodes,POINT (-5.6349765 9.4686529),08:00-17:00,99,1.2,money_transfer,08:00:00,17:00:00,9.0
Mobile Money,money_transfer,,,11118834614,nodes,POINT (-5.6346231 9.4695051),09:00-16:00,127,4.7,money_transfer,09:00:00,16:00:00,7.0
Mobile Money,money_transfer,,,11121995814,nodes,POINT (-5.6438254 9.4775531),09:00-17:00,427,2.8,money_transfer,09:00:00,17:00:00,8.0
Mobile Money,money_transfer,,,11123495429,nodes,POINT (-5.6344682 9.4694486),08:00-18:00,179,3.3,money_transfer,08:00:00,18:00:00,10.0
Mobile Money,money_transfer,,,11123712122,nodes,POINT (-5.6341356 9.4679471),10:00-16:00,36,4.3,money_transfer,10:00:00,16:00:00,6.0
Mobile Money,money_transfer,,,11123712231,nodes,POINT (-5.6318484 9.4660476),08:00-18:00,115,3.9,money_transfer,08:00:00,18:00:00,10.0
Dispensaire Privé Catholique Ste Famille de Nazareth,doctors,,,11140045828,nodes,POINT (-5.6089148 9.4696219),00:00-23:59,485,4.4,doctors,00:00:00,23:59:00,23.983333333333334
Pharmacie de Soba,pharmacy,,,11140045831,nodes,POINT (-5.6190589 9.4533057),07:30-20:00,141,2.6,pharmacy,07:30:00,20:00:00,12.5
Pharmacie Fanmien de Natio,pharmacy,,,11197546984,nodes,POINT (-5.6010398 9.4764859),00:00-23:59,71,3.3,pharmacy,00:00:00,23:59:00,23.983333333333334
Centre de Santé Urbain de Broukro,doctors,,,5559355840,nodes,POINT (-5.0473702 7.6703974),09:00-16:00,457,3.6,doctors,09:00:00,16:00:00,7.0
Centre Paramédical Notre Santé,doctors,,,5559355842,nodes,POINT (-5.0467533 7.6697568),11:00-18:00,205,5.0,doctors,11:00:00,18:00:00,7.0
Centre Diabétique,doctors,,,5562030611,nodes,POINT (-5.0434206 7.6682735),11:00-19:00,63,3.0,doctors,11:00:00,19:00:00,8.0
Centre de Santé Communautaire,doctors,,,5562031036,nodes,POINT (-5.0453713 7.6666859),10:00-17:00,371,2.3,doctors,10:00:00,17:00:00,7.0
LAFED,doctors,,,5568617503,nodes,POINT (-5.0894634 7.6828191),09:00-17:00,378,2.3,doctors,09:00:00,17:00:00,8.0
Centre de Santé Universitaire Campus 2,clinic,,,5568733140,nodes,POINT (-5.0780694 7.6793801),09:00-18:00,299,1.0,clinic,09:00:00,18:00:00,9.0
Centre de Santé Cancan de Bouaké,doctors,,,5575655590,nodes,POINT (-5.026634 7.6479217),11:00-18:00,483,4.5,doctors,11:00:00,18:00:00,7.0
TOTAL Kenedy,fuel,kiosk,,9072249783,nodes,POINT (-5.0113776 7.6877273),09:00-18:00,344,1.2,kiosk,09:00:00,18:00:00,9.0
Pharmacie Moderne Kennedy,pharmacy,,,5564047383,nodes,POINT (-5.0109619 7.6880795),09:00-23:00,77,3.6,pharmacy,09:00:00,23:00:00,14.0
Polyclinique Kennedy,clinic,,,5564047384,nodes,POINT (-5.0110933 7.6872825),10:00-17:00,105,2.1,clinic,10:00:00,17:00:00,7.0
Clinique Médico-Chirurgicale Saint-Martin,clinic,,,5564047385,nodes,POINT (-5.0118868 7.6872618),09:00-17:00,227,2.5,clinic,09:00:00,17:00:00,8.0
Islas,doctors,,,5564472615,nodes,POINT (-5.0444251 7.7411265),09:00-16:00,72,1.2,doctors,09:00:00,16:00:00,7.0
Clinique Médicale Bouaké,clinic,,,5568817604,nodes,POINT (-5.0234556 7.682407),11:00-17:00,344,3.8,clinic,11:00:00,17:00:00,6.0
Unknown,doctors,,,5575767384,nodes,POINT (-5.0174609 7.6854785),09:00-19:00,141,3.4,doctors,09:00:00,19:00:00,10.0
Service Mobile Money,money_transfer,,,8984427979,nodes,POINT (-4.0079458 5.4063944),09:00-18:00,389,1.6,money_transfer,09:00:00,18:00:00,9.0
Du Bon poulet Chez Adamo,food_court,,,8984427954,nodes,POINT (-4.0082876 5.4067007),11:00-00:00,167,3.4,food_court,11:00:00,00:00:00,13.0
Lavage Auto Chigata,car_wash,,,8984427967,nodes,POINT (-4.0083275 5.4067672),09:00-18:00,5,4.9,car_wash,09:00:00,18:00:00,9.0
Auto-Ecole le Chemin,driving_school,,,8984427973,nodes,POINT (-4.0080479 5.4065009),09:00-17:00,326,5.0,driving_school,09:00:00,17:00:00,8.0
"FACE FACE Crêperie, Waffles",fast_food,,,8984414624,nodes,POINT (-3.9806226 5.4128216),13:00-23:00,60,4.1,fast_food,13:00:00,23:00:00,10.0
Agence Moov,money_transfer,,,8984414630,nodes,POINT (-3.9807102 5.4132662),10:00-17:00,266,1.1,money_transfer,10:00:00,17:00:00,7.0
Kiosque,food_court,,,8984414637,nodes,POINT (-3.9805759 5.4128527),10:00-22:00,159,1.3,food_court,10:00:00,22:00:00,12.0
Le Petrus Resto,food_court,,,8984382311,nodes,POINT (-3.9790461 5.4138657),12:00-00:00,268,4.7,food_court,12:00:00,00:00:00,12.0
Service Money,money_transfer,,,8984382313,nodes,POINT (-3.9814012 5.4131797),09:00-18:00,52,3.4,money_transfer,09:00:00,18:00:00,9.0
Restaurant,food_court,,,8984329906,nodes,POINT (-3.9841448 5.4061732),12:00-23:00,321,3.8,food_court,12:00:00,23:00:00,11.0
Atlantique Cash,bank,,,8983322774,nodes,POINT (-3.9861676 5.3975031),08:00-15:00,306,1.6,bank,08:00:00,15:00:00,7.0
Coopec Agence Djibi,bank,,,8983359633,nodes,POINT (-3.9858496 5.4009825),08:00-14:00,338,1.6,bank,08:00:00,14:00:00,6.0
Maquis-Resto Espace Diaspora,food_court,,,8983257194,nodes,POINT (-3.9861099 5.3954763),12:00-23:00,224,2.2,food_court,12:00:00,23:00:00,11.0
Coeur Blanc,restaurant,,,12152222301,nodes,POINT (-5.2569402 6.8209262),12:00-21:00,152,2.0,restaurant,12:00:00,21:00:00,9.0
Ô Chalet,restaurant,,,12152222401,nodes,POINT (-5.2568399 6.820855),11:00-22:00,420,2.3,restaurant,11:00:00,22:00:00,11.0
Chez Bigguy,bar,,,12152222501,nodes,POINT (-5.2564684 6.8205944),18:00-02:00,63,2.2,bar,18:00:00,02:00:00,8.0
Pizzerias Le chemin,fast_food,,,8983322779,nodes,POINT (-3.9861381 5.397447),11:00-23:00,232,1.3,fast_food,11:00:00,23:00:00,12.0
SIGNATUR'D,food_court,,,8983332315,nodes,POINT (-3.9855617 5.3995682),11:00-22:00,78,2.8,food_court,11:00:00,22:00:00,11.0
SMAKELIJK ETEN,food_court,,,8983345617,nodes,POINT (-3.9856514 5.3989736),10:00-23:00,36,1.8,food_court,10:00:00,23:00:00,13.0
Vulgarisateur,bicycle_repair_station,,,8983345621,nodes,POINT (-3.9855714 5.3995133),10:00-18:00,450,3.2,bicycle_repair_station,10:00:00,18:00:00,8.0
Divine center,money_transfer,,,8983345623,nodes,POINT (-3.9855357 5.3998046),09:00-17:00,386,4.1,money_transfer,09:00:00,17:00:00,8.0
Garbadromme,food_court,,,8983225151,nodes,POINT (-3.9862715 5.3942286),11:00-22:00,368,4.2,food_court,11:00:00,22:00:00,11.0
Lavage auto,car_wash,,,8983225152,nodes,POINT (-3.9864962 5.3944135),08:00-19:00,174,1.7,car_wash,08:00:00,19:00:00,11.0
Maquis,food_court,,,8983225160,nodes,POINT (-3.9862548 5.3938821),10:00-23:00,448,4.2,food_court,10:00:00,23:00:00,13.0
Agence de Transfert d'argent,money_transfer,,,8983241272,nodes,POINT (-3.9863943 5.3953),10:00-18:00,139,2.3,money_transfer,10:00:00,18:00:00,8.0
DOUCHOU,food_court,,,8983241275,nodes,POINT (-3.9863983 5.3951598),12:00-22:00,486,1.4,food_court,12:00:00,22:00:00,10.0
Unknown,car_wash,,,12152667359,nodes,POINT (-5.2578718 6.8199471),09:00-18:00,195,4.1,car_wash,09:00:00,18:00:00,9.0
O'Green Space,restaurant,,,12152232701,nodes,POINT (-5.2577678 6.8199067),10:00-22:00,429,4.4,restaurant,10:00:00,22:00:00,12.0
Pharmacie de Yamoussoukro,pharmacy,,,3254374039,nodes,POINT (-5.2788645 6.8199171),09:00-22:00,456,2.8,pharmacy,09:00:00,22:00:00,13.0
Unknown,fuel,,,8957499302,nodes,POINT (-5.2910418 7.4566048),00:00-23:59,130,1.1,fuel,00:00:00,23:59:00,23.983333333333334
COOPEC Sakassou,bank,,,8957498839,nodes,POINT (-5.2922475 7.4511794),08:00-16:00,57,3.0,bank,08:00:00,16:00:00,8.0
Unknown,car_wash,,,8957485769,nodes,POINT (-5.2921958 7.4513225),09:00-19:00,320,3.0,car_wash,09:00:00,19:00:00,10.0
Pharmacie Val D'Oise,pharmacy,,,8583925847,nodes,POINT (-3.9565303 5.3977174),08:00-20:00,238,1.0,pharmacy,08:00:00,20:00:00,12.0
